반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,물품상태,사유
2022-05-07,2022-05-10,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112000589,2020-04-11,27778000,중앙도서관,중고품,사업종료
2024-10-25,2024-10-28,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112000590,2020-04-11,27778000,중앙도서관,정비필요품,고장/파손
2022-10-14,2022-10-17,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112000592,2020-04-11,27778000,중앙도서관,중고품,불용결정
2022-09-03,,badbergjr,박대리,대기,4410160123456790,복합기 (컬러 레이저),M112000593,2020-04-11,27778000,중앙도서관,폐품,사용연한경과
2025-07-26,2025-07-29,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112000595,2020-04-11,27778000,중앙도서관,중고품,사업종료
2020-12-18,2020-12-21,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600597,2016-01-19,10885000,산학협력단,정비필요품,고장/파손
2018-08-18,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111600598,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2024-10-20,2024-10-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600599,2016-01-19,10885000,산학협력단,중고품,잉여물품
2025-03-08,2025-03-11,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600604,2016-01-19,10885000,산학협력단,정비필요품,고장/파손
2020-01-11,2020-01-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600608,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2022-10-14,2022-10-17,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600609,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2022-01-27,2022-01-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600610,2016-01-19,10885000,산학협력단,중고품,불용결정
2025-01-07,2025-01-10,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600611,2016-01-19,10885000,산학협력단,정비필요품,고장/파손
2019-03-27,2019-03-30,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600613,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2022-08-02,2022-08-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600614,2016-01-19,10885000,산학협력단,중고품,불용결정
2022-04-22,2022-04-25,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600617,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2023-03-17,2023-03-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600619,2016-01-19,10885000,산학협력단,중고품,불용결정
2021-07-29,2021-08-01,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600621,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2023-10-11,2023-10-14,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600622,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2020-07-26,2020-07-29,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600624,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2021-07-10,2021-07-13,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600625,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2024-12-24,2024-12-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600626,2016-01-19,10885000,산학협력단,정비필요품,고장/파손
2023-12-06,2023-12-09,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600627,2016-01-19,10885000,산학협력단,중고품,불용결정
2022-08-17,2022-08-20,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600628,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2021-05-22,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111600629,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2021-06-12,2021-06-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600630,2016-01-19,10885000,산학협력단,중고품,사업종료
2019-05-08,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111600632,2016-01-19,10885000,산학협력단,중고품,사업종료
2023-10-25,2023-10-28,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600633,2016-01-19,10885000,산학협력단,정비필요품,고장/파손
2025-10-13,2025-10-16,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600635,2016-01-19,10885000,산학협력단,폐품,사용연한경과
2017-12-02,2017-12-05,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600637,2016-01-19,10885000,산학협력단,중고품,사업종료
2022-07-20,2022-07-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600638,2016-01-19,10885000,산학협력단,중고품,불용결정
2020-08-20,2020-08-23,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600639,2016-01-19,10885000,산학협력단,중고품,불용결정
2024-09-12,2024-09-15,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600640,2016-01-19,10885000,산학협력단,중고품,잉여물품
2023-12-13,,badbergjr,박대리,대기,5610170323456787,사무용 책상 (1400mm),M111600641,2016-01-19,10885000,산학협력단,중고품,사업종료
2022-09-24,2022-09-27,badbergjr,박대리,확정,5610170323456787,사무용 책상 (1400mm),M111600643,2016-01-19,10885000,산학협력단,중고품,사업종료
2024-12-09,2024-12-12,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600656,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2023-11-14,2023-11-17,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600657,2016-05-13,5275000,AI연구원,중고품,불용결정
2021-11-05,2021-11-08,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600660,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2019-01-21,2019-01-24,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600661,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2017-09-30,2017-10-03,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600663,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2018-10-24,2018-10-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600664,2016-05-13,5275000,AI연구원,중고품,잉여물품
2019-10-08,2019-10-11,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600666,2016-05-13,5275000,AI연구원,중고품,사업종료
2023-03-27,2023-03-30,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600668,2016-05-13,5275000,AI연구원,중고품,불용결정
2019-05-05,2019-05-08,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600669,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2025-01-19,2025-01-22,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600670,2016-05-13,5275000,AI연구원,중고품,불용결정
2023-08-22,2023-08-25,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600671,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2024-11-23,2024-11-26,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600672,2016-05-13,5275000,AI연구원,중고품,사업종료
2017-10-19,2017-10-22,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600674,2016-05-13,5275000,AI연구원,중고품,사업종료
2025-08-24,2025-08-27,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600675,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2020-01-27,2020-01-30,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600676,2016-05-13,5275000,AI연구원,정비필요품,고장/파손
2022-04-07,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111600678,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2020-06-11,2020-06-14,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600684,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2022-10-01,2022-10-04,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M111600685,2016-05-13,5275000,AI연구원,중고품,불용결정
2017-06-14,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M111600688,2016-05-13,5275000,AI연구원,폐품,사용연한경과
2024-09-26,2024-09-29,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112200692,2022-11-14,14355000,AI연구원,폐품,사용연한경과
2024-04-11,2024-04-14,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112200696,2022-11-14,14355000,AI연구원,폐품,사용연한경과
2024-08-21,2024-08-24,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112200697,2022-11-14,14355000,AI연구원,중고품,불용결정
2021-04-12,2021-04-15,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111900700,2019-01-29,76730000,소프트웨어융합대학,폐품,사용연한경과
2025-05-13,2025-05-16,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111900702,2019-01-29,76730000,소프트웨어융합대학,중고품,잉여물품
2020-10-21,2020-10-24,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M111900703,2019-01-29,76730000,소프트웨어융합대학,중고품,잉여물품
2023-09-28,2023-10-01,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111600762,2016-02-23,2245000,입학처,폐품,사용연한경과
2023-07-20,2023-07-23,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112200766,2022-04-05,2934000,입학처,정비필요품,고장/파손
2024-08-19,2024-08-22,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112200770,2022-04-05,2934000,입학처,폐품,사용연한경과
2025-02-03,2025-02-06,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112200773,2022-04-05,2934000,입학처,정비필요품,고장/파손
2025-10-14,2025-10-17,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112200774,2022-04-05,2934000,입학처,중고품,불용결정
2023-11-10,2023-11-13,badbergjr,박대리,확정,5611210223456788,매쉬 의자 (Standard),M112200778,2022-04-05,2934000,입학처,중고품,사업종료
2023-03-09,2023-03-12,badbergjr,박대리,확정,4322261023456785,AI 연구용 GPU 서버,M112100793,2021-11-20,75600000,인문대학,중고품,사업종료
2024-08-05,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M112100795,2021-11-20,75600000,인문대학,중고품,불용결정
2019-01-10,2019-01-13,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111600832,2016-08-19,11148000,총무팀,폐품,사용연한경과
2025-09-14,2025-09-17,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111600833,2016-08-19,11148000,총무팀,중고품,사업종료
2023-02-12,2023-02-15,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111600834,2016-08-19,11148000,총무팀,중고품,잉여물품
2023-05-23,2023-05-26,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111600835,2016-08-19,11148000,총무팀,중고품,불용결정
2023-05-11,2023-05-14,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111600837,2016-08-19,11148000,총무팀,폐품,사용연한경과
2024-03-15,2024-03-18,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200841,2022-01-30,4876000,총무팀,정비필요품,고장/파손
2025-01-17,2025-01-20,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200843,2022-01-30,4876000,총무팀,폐품,사용연한경과
2025-08-15,2025-08-18,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200844,2022-01-30,4876000,총무팀,폐품,사용연한경과
2024-05-28,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M112200847,2022-01-30,4876000,총무팀,폐품,사용연한경과
2023-06-01,2023-06-04,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200860,2022-01-30,4876000,총무팀,중고품,잉여물품
2023-07-31,2023-08-03,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200861,2022-01-30,4876000,총무팀,정비필요품,고장/파손
2025-07-17,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M112200865,2022-01-30,4876000,총무팀,정비필요품,고장/파손
2025-02-15,2025-02-18,badbergjr,박대리,확정,5610151923456789,강의실 2인용 책상,M112200866,2022-01-30,4876000,총무팀,폐품,사용연한경과
2026-01-02,,badbergjr,박대리,대기,5610151923456789,강의실 2인용 책상,M112200867,2022-01-30,4876000,총무팀,정비필요품,고장/파손
2020-02-17,2020-02-20,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111600873,2016-06-17,14355000,소프트웨어융합대학,정비필요품,고장/파손
2022-03-10,2022-03-13,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111600874,2016-06-17,14355000,소프트웨어융합대학,폐품,사용연한경과
2017-12-09,2017-12-12,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111600875,2016-06-17,14355000,소프트웨어융합대학,폐품,사용연한경과
2022-12-07,2022-12-10,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111600876,2016-06-17,14355000,소프트웨어융합대학,중고품,불용결정
2026-01-11,2026-01-14,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111600877,2016-06-17,14355000,소프트웨어융합대학,중고품,사업종료
2025-03-13,2025-03-16,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112100879,2021-01-09,3138000,시설팀,폐품,사용연한경과
2023-11-11,2023-11-14,badbergjr,박대리,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112100880,2021-01-09,3138000,시설팀,중고품,잉여물품
2023-11-23,2023-11-26,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112100928,2021-03-24,27767000,총무팀,중고품,불용결정
2025-07-31,2025-08-03,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M112100931,2021-03-24,27767000,총무팀,중고품,불용결정
2023-04-04,2023-04-07,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111900937,2019-09-17,21434000,공과대학,중고품,잉여물품
2024-05-10,2024-05-13,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111900939,2019-09-17,21434000,공과대학,폐품,사용연한경과
2024-07-03,2024-07-06,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111900941,2019-09-17,21434000,공과대학,폐품,사용연한경과
2024-08-09,2024-08-12,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111900942,2019-09-17,21434000,공과대학,중고품,사업종료
2023-06-29,2023-07-02,badbergjr,박대리,확정,4321150323456782,고성능 데스크탑 (Workstation),M111900946,2019-09-17,21434000,공과대학,폐품,사용연한경과
2024-12-14,2024-12-17,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111900947,2019-06-28,15174000,경영대학,정비필요품,고장/파손
2025-06-30,2025-07-03,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111900950,2019-06-28,15174000,경영대학,중고품,사업종료
2022-06-13,2022-06-16,badbergjr,박대리,확정,4410160123456790,복합기 (컬러 레이저),M111900951,2019-06-28,15174000,경영대학,폐품,사용연한경과
2024-09-04,,badbergjr,박대리,대기,4322261023456785,AI 연구용 GPU 서버,M111900952,2019-12-03,16180000,산학협력단,폐품,사용연한경과
2025-02-21,2025-02-24,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111800954,2018-12-31,11724000,인문대학,폐품,사용연한경과
2025-05-03,2025-05-06,badbergjr,박대리,확정,4321150723456783,행정용 데스크탑 (Standard),M111800956,2018-12-31,11724000,인문대학,폐품,사용연한경과
