처분일자,정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유
2018-05-26,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601114,2016-05-19,7262000,폐기,폐품,사용연한경과
2022-12-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601122,2016-05-19,7262000,폐기,폐품,사용연한경과
2021-03-05,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601125,2016-05-19,7262000,매각,중고품,사업종료
2024-05-15,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601129,2016-05-19,7262000,폐기,폐품,사용연한경과
2023-03-23,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601130,2016-05-19,7262000,폐기,폐품,사용연한경과
2021-10-17,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601131,2016-05-19,7262000,폐기,정비필요품,고장/파손
2021-12-14,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601132,2016-05-19,7262000,폐기,정비필요품,고장/파손
2019-04-26,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111601134,2016-05-19,7262000,폐기,폐품,사용연한경과
2025-05-22,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111601139,2016-08-03,3239000,폐기,폐품,사용연한경과
2023-01-05,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111901144,2019-03-12,19277000,폐기,정비필요품,고장/파손
2022-10-14,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111901146,2019-03-12,19277000,폐기,정비필요품,고장/파손
2020-11-16,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111901147,2019-03-12,19277000,폐기,정비필요품,고장/파손
2023-01-10,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111901148,2019-03-12,19277000,매각,중고품,활용가능성 없음
2018-03-15,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501149,2015-07-02,18554000,매각,중고품,사업종료
2022-04-14,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501150,2015-07-02,18554000,폐기,정비필요품,고장/파손
2024-09-07,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501152,2015-07-02,18554000,폐기,정비필요품,고장/파손
2021-09-26,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501154,2015-07-02,18554000,매각,중고품,불용결정
2017-03-31,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501155,2015-07-02,18554000,매각,중고품,불용결정
2021-11-28,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111501157,2015-07-02,18554000,폐기,폐품,사용연한경과
2023-06-29,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111501167,2015-08-20,1436000,매각,중고품,사업종료
2022-06-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111501168,2015-08-20,1436000,폐기,폐품,사용연한경과
2017-12-28,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111501169,2015-08-20,1436000,폐기,정비필요품,고장/파손
2024-11-07,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111501170,2015-08-20,1436000,폐기,폐품,사용연한경과
2023-04-10,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111501171,2015-08-20,1436000,폐기,정비필요품,고장/파손
2025-08-06,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112001203,2020-12-09,1164000,폐기,폐품,사용연한경과
2019-06-13,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701206,2017-07-30,3524000,폐기,폐품,사용연한경과
2019-06-25,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701207,2017-07-30,3524000,폐기,폐품,사용연한경과
2026-01-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701208,2017-07-30,3524000,매각,중고품,활용가능성 없음
2025-03-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701210,2017-07-30,3524000,매각,중고품,불용결정
2020-10-16,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701212,2017-07-30,3524000,폐기,정비필요품,고장/파손
2019-02-22,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701220,2017-07-30,3524000,폐기,정비필요품,고장/파손
2020-06-11,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701221,2017-07-30,3524000,매각,중고품,불용결정
2024-03-31,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112101234,2021-08-26,15903000,폐기,폐품,사용연한경과
2025-08-29,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112201235,2022-07-21,9216000,매각,중고품,사업종료
2025-08-23,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112201239,2022-07-21,9216000,매각,중고품,활용가능성 없음
2024-12-29,폐기,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M112201242,2022-07-21,9216000,폐기,폐품,사용연한경과
2020-04-13,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111501244,2015-03-10,3361000,매각,중고품,불용결정
2022-06-02,매각,hyl0610,황팀장,확정,4321150723456783,행정용 데스크탑 (Standard),M111501245,2015-03-10,3361000,매각,중고품,불용결정
2025-02-09,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112201247,2022-08-10,18153000,폐기,폐품,사용연한경과
2022-03-04,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111901261,2019-02-05,25114000,매각,중고품,불용결정
2024-04-25,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111701264,2017-11-30,123765000,폐기,폐품,사용연한경과
2020-10-30,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111701265,2017-11-30,123765000,폐기,폐품,사용연한경과
2024-01-24,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111601272,2016-07-04,19399000,폐기,폐품,사용연한경과
2024-09-19,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111601276,2016-07-04,19399000,폐기,폐품,사용연한경과
2018-04-26,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111601277,2016-07-04,19399000,매각,중고품,사업종료
2023-01-02,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111601278,2016-07-04,19399000,매각,중고품,불용결정
2025-12-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112101282,2021-12-01,1278000,폐기,폐품,사용연한경과
2025-04-02,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801287,2018-12-26,135263000,매각,중고품,사업종료
2023-02-15,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801288,2018-12-26,135263000,폐기,정비필요품,고장/파손
2023-11-22,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801289,2018-12-26,135263000,매각,중고품,사업종료
2022-06-15,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801290,2018-12-26,135263000,폐기,정비필요품,고장/파손
2022-04-02,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801291,2018-12-26,135263000,폐기,폐품,사용연한경과
2023-05-18,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111801292,2018-12-26,135263000,매각,중고품,불용결정
2022-03-17,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112001294,2020-05-21,6195000,매각,중고품,불용결정
2023-12-31,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111501301,2015-12-22,8561000,매각,중고품,불용결정
2024-01-13,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001307,2020-09-26,2043000,폐기,폐품,사용연한경과
2024-03-16,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001309,2020-09-26,2043000,폐기,폐품,사용연한경과
2025-09-26,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001311,2020-09-26,2043000,매각,중고품,활용가능성 없음
2022-01-18,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111701321,2017-07-08,18051000,매각,중고품,불용결정
2020-05-23,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111701322,2017-07-08,18051000,폐기,정비필요품,고장/파손
2022-09-20,폐기,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111701323,2017-07-08,18051000,폐기,폐품,사용연한경과
2023-06-05,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M111701326,2017-07-08,18051000,매각,중고품,불용결정
2021-04-13,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701333,2017-10-05,11472000,매각,중고품,활용가능성 없음
2020-07-28,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701334,2017-10-05,11472000,폐기,폐품,사용연한경과
2020-03-15,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701342,2017-10-05,11472000,폐기,폐품,사용연한경과
2020-06-05,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701345,2017-10-05,11472000,폐기,폐품,사용연한경과
2021-03-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701348,2017-10-05,11472000,폐기,폐품,사용연한경과
2020-08-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701349,2017-10-05,11472000,폐기,정비필요품,고장/파손
2019-10-18,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701350,2017-10-05,11472000,폐기,폐품,사용연한경과
2025-10-22,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701355,2017-10-05,11472000,매각,중고품,활용가능성 없음
2022-06-21,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701359,2017-10-05,11472000,폐기,정비필요품,고장/파손
2025-08-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701360,2017-10-05,11472000,폐기,폐품,사용연한경과
2021-10-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701362,2017-10-05,11472000,폐기,폐품,사용연한경과
2024-12-20,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701366,2017-10-05,11472000,매각,중고품,불용결정
2020-05-07,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701367,2017-10-05,11472000,매각,중고품,불용결정
2021-09-28,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111701370,2017-10-05,11472000,매각,중고품,활용가능성 없음
2022-03-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701373,2017-09-03,7029000,폐기,폐품,사용연한경과
2025-10-23,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701384,2017-09-03,7029000,폐기,정비필요품,고장/파손
2021-12-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701386,2017-09-03,7029000,폐기,폐품,사용연한경과
2022-07-12,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701388,2017-09-03,7029000,폐기,폐품,사용연한경과
2020-07-08,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701389,2017-09-03,7029000,폐기,폐품,사용연한경과
2023-12-24,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701390,2017-09-03,7029000,폐기,폐품,사용연한경과
2021-10-06,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701392,2017-09-03,7029000,매각,중고품,불용결정
2020-08-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701395,2017-09-03,7029000,폐기,폐품,사용연한경과
2025-12-25,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701400,2017-09-03,7029000,매각,중고품,불용결정
2023-09-23,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701401,2017-09-03,7029000,매각,중고품,불용결정
2021-12-23,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111701408,2017-09-03,7029000,매각,중고품,불용결정
2022-08-28,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001418,2020-01-31,3420000,매각,중고품,사업종료
2022-10-20,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001422,2020-01-31,3420000,폐기,정비필요품,고장/파손
2020-12-28,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901427,2019-08-23,5715000,매각,중고품,활용가능성 없음
2021-04-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901431,2019-08-23,5715000,폐기,폐품,사용연한경과
2021-10-09,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901438,2019-08-23,5715000,폐기,폐품,사용연한경과
2023-03-18,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901440,2019-08-23,5715000,폐기,정비필요품,고장/파손
2024-11-16,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901442,2019-08-23,5715000,폐기,폐품,사용연한경과
2022-04-09,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901443,2019-08-23,5715000,매각,중고품,활용가능성 없음
2022-10-30,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901444,2019-08-23,5715000,매각,중고품,활용가능성 없음
2021-12-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901447,2019-08-23,5715000,매각,중고품,불용결정
2023-03-24,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901449,2019-08-23,5715000,폐기,폐품,사용연한경과
2021-12-22,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901450,2019-08-23,5715000,폐기,정비필요품,고장/파손
2023-11-25,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901451,2019-08-23,5715000,매각,중고품,불용결정
2022-08-25,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111901456,2019-08-23,5715000,폐기,폐품,사용연한경과
2022-03-15,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112001459,2020-04-23,1906000,매각,중고품,불용결정
2020-01-12,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111801465,2018-05-14,12329000,폐기,폐품,사용연한경과
2021-03-04,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111801467,2018-05-14,12329000,폐기,폐품,사용연한경과
2024-01-12,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111501483,2015-01-24,4593000,매각,중고품,불용결정
2024-10-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111501485,2015-01-24,4593000,매각,중고품,불용결정
2019-12-18,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111701487,2017-08-30,16242000,매각,중고품,사업종료
2022-09-16,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111701488,2017-08-30,16242000,폐기,정비필요품,고장/파손
2023-10-05,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111701494,2017-08-30,16242000,폐기,폐품,사용연한경과
2021-11-03,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111901496,2019-06-23,1105000,폐기,폐품,사용연한경과
2023-11-23,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M111901498,2019-06-23,1105000,매각,중고품,활용가능성 없음
2024-11-27,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112101505,2021-05-16,1905000,폐기,정비필요품,고장/파손
2018-06-05,매각,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111501506,2015-04-19,3299000,매각,중고품,불용결정
