물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M200502367,2005-06-18,2005-06-28,False,취득,신규 취득,박대리
M200502367,2005-06-29,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502368,2005-06-18,2005-07-04,False,취득,신규 취득,박대리
M200502368,2005-07-05,2009-05-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200502368,2009-05-14,2009-07-19,False,불용,고장/파손,황팀장
M200502368,2009-07-20,2099-12-31,True,처분,폐기 완료,황팀장
M200502446,2005-05-25,2005-06-16,False,취득,신규 취득,박대리
M200502446,2005-06-17,2010-01-15,False,운용,신규운용 승인 및 사용 시작,박대리
M200502446,2010-01-16,2010-04-10,False,불용,고장/파손,황팀장
M200502446,2010-04-11,2099-12-31,True,처분,폐기 완료,황팀장
M200502447,2005-05-25,2005-06-03,False,취득,신규 취득,박대리
M200502447,2005-06-04,2012-07-12,False,운용,신규운용 승인 및 사용 시작,박대리
M200502447,2012-07-13,2012-08-24,False,불용,노후화(성능저하),황팀장
M200502447,2012-08-25,2099-12-31,True,처분,폐기 완료,황팀장
M200502460,2005-04-01,2005-04-06,False,취득,신규 취득,박대리
M200502460,2005-04-07,2010-03-28,False,운용,신규운용 승인 및 사용 시작,박대리
M200502460,2010-03-29,2010-06-01,False,불용,노후화(성능저하),황팀장
M200502460,2010-06-02,2099-12-31,True,처분,폐기 완료,황팀장
M200502461,2005-04-01,2005-04-19,False,취득,신규 취득,박대리
M200502461,2005-04-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502462,2005-04-01,2005-04-12,False,취득,신규 취득,박대리
M200502462,2005-04-13,2012-04-01,False,운용,신규운용 승인 및 사용 시작,박대리
M200502462,2012-04-02,2012-05-29,False,불용,수리비용과다,황팀장
M200502462,2012-05-30,2099-12-31,True,처분,폐기 완료,황팀장
M200502463,2005-04-01,2005-04-05,False,취득,신규 취득,박대리
M200502463,2005-04-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502464,2005-04-01,2005-04-14,False,취득,신규 취득,박대리
M200502464,2005-04-15,2009-12-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200502464,2009-12-21,2010-02-27,False,불용,수리비용과다,황팀장
M200502464,2010-02-28,2099-12-31,True,처분,폐기 완료,황팀장
M200502465,2005-04-01,2005-04-18,False,취득,신규 취득,박대리
M200502465,2005-04-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502466,2005-04-01,2005-04-07,False,취득,신규 취득,박대리
M200502466,2005-04-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502467,2005-04-01,2005-04-18,False,취득,신규 취득,박대리
M200502467,2005-04-19,2008-12-24,False,운용,신규운용 승인 및 사용 시작,박대리
M200502467,2008-12-25,2009-04-04,False,불용,수리비용과다,황팀장
M200502467,2009-04-05,2099-12-31,True,처분,폐기 완료,황팀장
M200502468,2005-04-01,2005-04-16,False,취득,신규 취득,박대리
M200502468,2005-04-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502469,2005-04-01,2005-04-13,False,취득,신규 취득,박대리
M200502469,2005-04-14,2012-06-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200502469,2012-06-04,2012-07-09,False,불용,수리비용과다,황팀장
M200502469,2012-07-10,2099-12-31,True,처분,폐기 완료,황팀장
M200502682,2005-08-15,2005-09-02,False,취득,신규 취득,박대리
M200502682,2005-09-03,2011-02-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200502682,2011-02-08,2011-03-29,False,불용,고장/파손,황팀장
M200502682,2011-03-30,2099-12-31,True,처분,폐기 완료,황팀장
M200502683,2005-08-15,2005-08-30,False,취득,신규 취득,박대리
M200502683,2005-08-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502684,2005-08-15,2005-08-28,False,취득,신규 취득,박대리
M200502684,2005-08-29,2011-07-14,False,운용,신규운용 승인 및 사용 시작,박대리
M200502684,2011-07-15,2011-09-30,False,불용,노후화(성능저하),황팀장
M200502684,2011-10-01,2099-12-31,True,처분,멸실 완료,황팀장
M200502722,2005-10-28,2005-11-01,False,취득,신규 취득,박대리
M200502722,2005-11-02,2010-11-29,False,운용,신규운용 승인 및 사용 시작,박대리
M200502722,2010-11-30,2011-01-17,False,불용,노후화(성능저하),황팀장
M200502722,2011-01-18,2099-12-31,True,처분,도난 완료,황팀장
M200502858,2005-09-14,2005-09-27,False,취득,신규 취득,박대리
M200502858,2005-09-28,2010-07-15,False,운용,신규운용 승인 및 사용 시작,박대리
M200502858,2010-07-16,2010-09-09,False,불용,고장/파손,황팀장
M200502858,2010-09-10,2099-12-31,True,처분,매각 완료,황팀장
M200502861,2005-11-08,2005-11-17,False,취득,신규 취득,박대리
M200502861,2005-11-18,2014-08-16,False,운용,신규운용 승인 및 사용 시작,박대리
M200502861,2014-08-17,2014-10-24,False,불용,고장/파손,황팀장
M200502861,2014-10-25,2099-12-31,True,처분,폐기 완료,황팀장
M200502880,2005-08-26,2005-09-10,False,취득,신규 취득,박대리
M200502880,2005-09-11,2009-10-20,False,운용,신규운용 승인 및 사용 시작,박대리
M200502880,2009-10-21,2009-12-19,False,불용,고장/파손,황팀장
M200502880,2009-12-20,2099-12-31,True,처분,폐기 완료,황팀장
M200502933,2005-12-03,2005-12-16,False,취득,신규 취득,박대리
M200502933,2005-12-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502934,2005-12-03,2005-12-22,False,취득,신규 취득,박대리
M200502934,2005-12-23,2014-08-29,False,운용,신규운용 승인 및 사용 시작,박대리
M200502934,2014-08-30,2014-11-28,False,불용,고장/파손,황팀장
M200502934,2014-11-29,2099-12-31,True,처분,폐기 완료,황팀장
M200502935,2005-12-03,2005-12-27,False,취득,신규 취득,박대리
M200502935,2005-12-28,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200502936,2005-12-03,2005-12-10,False,취득,신규 취득,박대리
M200502936,2005-12-11,2020-12-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200502936,2020-12-19,2021-03-04,False,불용,수리비용과다,황팀장
M200502936,2021-03-05,2099-12-31,True,처분,폐기 완료,황팀장
M200503103,2005-07-09,2005-07-16,False,취득,신규 취득,박대리
M200503103,2005-07-17,2020-01-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200503103,2020-01-24,2020-04-14,False,불용,노후화(성능저하),황팀장
M200503103,2020-04-15,2099-12-31,True,처분,폐기 완료,황팀장
M200503211,2005-11-26,2005-12-15,False,취득,신규 취득,박대리
M200503211,2005-12-16,2017-10-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200503211,2017-10-14,2018-01-09,False,불용,고장/파손,황팀장
M200503211,2018-01-10,2099-12-31,True,처분,폐기 완료,황팀장
M200503212,2005-11-26,2005-12-10,False,취득,신규 취득,박대리
M200503212,2005-12-11,2013-07-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200503212,2013-07-19,2013-10-16,False,불용,수리비용과다,황팀장
M200503212,2013-10-17,2099-12-31,True,처분,폐기 완료,황팀장
M200503213,2005-11-26,2005-12-01,False,취득,신규 취득,박대리
M200503213,2005-12-02,2014-09-08,False,운용,신규운용 승인 및 사용 시작,박대리
M200503213,2014-09-09,2014-10-25,False,불용,고장/파손,황팀장
M200503213,2014-10-26,2099-12-31,True,처분,폐기 완료,황팀장
M200503301,2005-08-27,2005-09-09,False,취득,신규 취득,박대리
M200503301,2005-09-10,2015-11-04,False,운용,신규운용 승인 및 사용 시작,박대리
M200503301,2015-11-05,2016-01-10,False,불용,수리비용과다,황팀장
M200503301,2016-01-11,2099-12-31,True,처분,폐기 완료,황팀장
M200503302,2005-08-27,2005-09-05,False,취득,신규 취득,박대리
M200503302,2005-09-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503303,2005-08-27,2005-09-22,False,취득,신규 취득,박대리
M200503303,2005-09-23,2013-12-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200503303,2013-12-14,2014-02-18,False,불용,수리비용과다,황팀장
M200503303,2014-02-19,2099-12-31,True,처분,폐기 완료,황팀장
M200503304,2005-08-27,2005-09-10,False,취득,신규 취득,박대리
M200503304,2005-09-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503305,2005-08-27,2005-09-11,False,취득,신규 취득,박대리
M200503305,2005-09-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503306,2005-08-27,2005-09-20,False,취득,신규 취득,박대리
M200503306,2005-09-21,2015-09-24,False,운용,신규운용 승인 및 사용 시작,박대리
M200503306,2015-09-25,2015-11-19,False,불용,수리비용과다,황팀장
M200503306,2015-11-20,2099-12-31,True,처분,폐기 완료,황팀장
M200503307,2005-08-27,2005-09-12,False,취득,신규 취득,박대리
M200503307,2005-09-13,2012-10-23,False,운용,신규운용 승인 및 사용 시작,박대리
M200503307,2012-10-24,2013-01-27,False,불용,고장/파손,황팀장
M200503307,2013-01-28,2099-12-31,True,처분,폐기 완료,황팀장
M200503308,2005-08-27,2005-09-06,False,취득,신규 취득,박대리
M200503308,2005-09-07,2016-03-13,False,운용,신규운용 승인 및 사용 시작,박대리
M200503308,2016-03-14,2016-04-30,False,불용,노후화(성능저하),황팀장
M200503308,2016-05-01,2099-12-31,True,처분,폐기 완료,황팀장
M200503309,2005-08-27,2005-09-05,False,취득,신규 취득,박대리
M200503309,2005-09-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503310,2005-08-27,2005-08-31,False,취득,신규 취득,박대리
M200503310,2005-09-01,2015-05-06,False,운용,신규운용 승인 및 사용 시작,박대리
M200503310,2015-05-07,2015-07-19,False,불용,고장/파손,황팀장
M200503310,2015-07-20,2099-12-31,True,처분,폐기 완료,황팀장
M200503311,2005-08-27,2005-09-10,False,취득,신규 취득,박대리
M200503311,2005-09-11,2014-01-17,False,운용,신규운용 승인 및 사용 시작,박대리
M200503311,2014-01-18,2014-03-15,False,불용,고장/파손,황팀장
M200503311,2014-03-16,2099-12-31,True,처분,폐기 완료,황팀장
M200503312,2005-08-27,2005-09-04,False,취득,신규 취득,박대리
M200503312,2005-09-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503313,2005-08-27,2005-09-12,False,취득,신규 취득,박대리
M200503313,2005-09-13,2016-05-10,False,운용,신규운용 승인 및 사용 시작,박대리
M200503313,2016-05-11,2016-06-28,False,불용,수리비용과다,황팀장
M200503313,2016-06-29,2099-12-31,True,처분,폐기 완료,황팀장
M200503314,2005-08-27,2005-09-14,False,취득,신규 취득,박대리
M200503314,2005-09-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503358,2005-08-14,2005-09-02,False,취득,신규 취득,박대리
M200503358,2005-09-03,2014-10-02,False,운용,신규운용 승인 및 사용 시작,박대리
M200503358,2014-10-03,2014-12-23,False,불용,고장/파손,황팀장
M200503358,2014-12-24,2099-12-31,True,처분,폐기 완료,황팀장
M200503359,2005-08-14,2005-09-02,False,취득,신규 취득,박대리
M200503359,2005-09-03,2016-07-12,False,운용,신규운용 승인 및 사용 시작,박대리
M200503359,2016-07-13,2016-10-11,False,불용,고장/파손,황팀장
M200503359,2016-10-12,2099-12-31,True,처분,폐기 완료,황팀장
M200503381,2005-06-27,2005-07-15,False,취득,신규 취득,박대리
M200503381,2005-07-16,2021-06-03,False,운용,신규운용 승인 및 사용 시작,박대리
M200503381,2021-06-04,2099-12-31,True,불용,고장/파손,황팀장
M200503382,2005-06-27,2005-07-10,False,취득,신규 취득,박대리
M200503382,2005-07-11,2017-07-02,False,운용,신규운용 승인 및 사용 시작,박대리
M200503382,2017-07-03,2017-09-01,False,불용,노후화(성능저하),황팀장
M200503382,2017-09-02,2099-12-31,True,처분,폐기 완료,황팀장
M200503383,2005-06-27,2005-07-15,False,취득,신규 취득,박대리
M200503383,2005-07-16,2020-02-29,False,운용,신규운용 승인 및 사용 시작,박대리
M200503383,2020-03-01,2099-12-31,True,불용,수리비용과다,황팀장
M200503384,2005-06-27,2005-07-07,False,취득,신규 취득,박대리
M200503384,2005-07-08,2021-04-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200503384,2021-04-19,2021-07-05,False,불용,수리비용과다,황팀장
M200503384,2021-07-06,2099-12-31,True,처분,폐기 완료,황팀장
M200503467,2005-05-12,2005-05-31,False,취득,신규 취득,박대리
M200503467,2005-06-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503468,2005-05-12,2005-05-19,False,취득,신규 취득,박대리
M200503468,2005-05-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503469,2005-05-12,2005-06-06,False,취득,신규 취득,박대리
M200503469,2005-06-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503470,2005-05-12,2005-05-26,False,취득,신규 취득,박대리
M200503470,2005-05-27,2018-08-19,False,운용,신규운용 승인 및 사용 시작,박대리
M200503470,2018-08-20,2018-11-05,False,불용,고장/파손,황팀장
M200503470,2018-11-06,2099-12-31,True,처분,폐기 완료,황팀장
M200503471,2005-05-12,2005-05-29,False,취득,신규 취득,박대리
M200503471,2005-05-30,2021-04-05,False,운용,신규운용 승인 및 사용 시작,박대리
M200503471,2021-04-06,2021-06-04,False,불용,노후화(성능저하),황팀장
M200503471,2021-06-05,2099-12-31,True,처분,폐기 완료,황팀장
M200503501,2005-12-31,2006-01-15,False,취득,신규 취득,박대리
M200503501,2006-01-16,2014-03-22,False,운용,신규운용 승인 및 사용 시작,박대리
M200503501,2014-03-23,2014-06-15,False,불용,노후화(성능저하),황팀장
M200503501,2014-06-16,2099-12-31,True,처분,폐기 완료,황팀장
M200503502,2005-12-31,2006-01-20,False,취득,신규 취득,박대리
M200503502,2006-01-21,2016-11-27,False,운용,신규운용 승인 및 사용 시작,박대리
M200503502,2016-11-28,2017-01-15,False,불용,수리비용과다,황팀장
M200503502,2017-01-16,2099-12-31,True,처분,폐기 완료,황팀장
M200503517,2005-11-10,2005-12-06,False,취득,신규 취득,박대리
M200503517,2005-12-07,2015-03-31,False,운용,신규운용 승인 및 사용 시작,박대리
M200503517,2015-04-01,2015-05-25,False,불용,고장/파손,황팀장
M200503517,2015-05-26,2099-12-31,True,처분,폐기 완료,황팀장
M200503722,2005-08-20,2005-08-23,False,취득,신규 취득,박대리
M200503722,2005-08-24,2013-12-24,False,운용,신규운용 승인 및 사용 시작,박대리
M200503722,2013-12-25,2014-02-09,False,불용,수리비용과다,황팀장
M200503722,2014-02-10,2099-12-31,True,처분,폐기 완료,황팀장
M200503776,2005-03-20,2005-03-31,False,취득,신규 취득,박대리
M200503776,2005-04-01,2008-08-01,False,운용,신규운용 승인 및 사용 시작,박대리
M200503776,2008-08-02,2008-09-12,False,불용,노후화(성능저하),황팀장
M200503776,2008-09-13,2099-12-31,True,처분,폐기 완료,황팀장
M200503777,2005-03-20,2005-04-07,False,취득,신규 취득,박대리
M200503777,2005-04-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M200503778,2005-03-20,2005-04-09,False,취득,신규 취득,박대리
M200503778,2005-04-10,2009-09-18,False,운용,신규운용 승인 및 사용 시작,박대리
M200503778,2009-09-19,2009-12-13,False,불용,노후화(성능저하),황팀장
M200503778,2009-12-14,2099-12-31,True,처분,폐기 완료,황팀장
M200503785,2005-03-11,2005-03-27,False,취득,신규 취득,박대리
M200503785,2005-03-28,2010-09-07,False,운용,신규운용 승인 및 사용 시작,박대리
M200503785,2010-09-08,2010-10-12,False,불용,고장/파손,황팀장
M200503785,2010-10-13,2099-12-31,True,처분,폐기 완료,황팀장
M200503786,2005-03-11,2005-03-20,False,취득,신규 취득,박대리
M200503786,2005-03-21,2009-08-06,False,운용,신규운용 승인 및 사용 시작,박대리
