점검수리일자,물품고유번호,G2B_목록번호,G2B_목록명,운용부서,점검수리구분,처리결과,수리비용,장애심각도,비고
2018-01-24,M201300494,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,11000,1,노트북컴퓨터 장애점검
2018-10-19,M201300494,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,18000,1,노트북컴퓨터 장애점검
2020-12-03,M201300494,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2024-12-19,M201300494,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,69000,3,노트북컴퓨터 부품교체
2025-11-02,M201300494,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,13000,1,노트북컴퓨터 장애점검
2021-05-19,M202000522,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2021-09-24,M202000522,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,87000,2,노트북컴퓨터 수리
2021-09-27,M202000522,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2024-03-17,M202000522,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,16000,1,노트북컴퓨터 장애점검
2021-01-09,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,26000,1,노트북컴퓨터 정기점검
2021-12-01,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2022-01-15,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,14000,1,노트북컴퓨터 장애점검
2023-04-05,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,21000,1,노트북컴퓨터 장애점검
2023-05-09,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,23000,1,노트북컴퓨터 장애점검
2023-06-15,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2024-06-04,M202000523,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,19000,1,노트북컴퓨터 정기점검
2011-06-13,M200901026,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2012-06-15,M200901026,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-06-27,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-07-22,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2012-03-25,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,68000,2,노트북컴퓨터 수리
2012-11-15,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,12000,1,노트북컴퓨터 장애점검
2013-07-16,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,92000,3,노트북컴퓨터 부품교체
2014-09-27,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,69000,2,노트북컴퓨터 수리
2014-12-09,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,12000,1,노트북컴퓨터 장애점검
2018-07-27,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,106000,2,노트북컴퓨터 수리
2019-11-24,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2023-10-24,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,78000,2,노트북컴퓨터 수리
2024-05-02,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,25000,1,노트북컴퓨터 장애점검
2024-05-15,M200901027,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2009-06-05,M200901028,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2009-06-24,M200901028,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-06-15,M200901028,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-11-19,M200901028,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2009-05-27,M200901029,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-01-30,M200901029,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,11000,1,노트북컴퓨터 장애점검
2009-07-26,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,90000,2,노트북컴퓨터 수리
2012-07-30,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,10000,1,노트북컴퓨터 정기점검
2013-05-17,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,77000,2,노트북컴퓨터 수리
2014-07-02,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2016-06-18,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,100000,2,노트북컴퓨터 수리
2016-06-25,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2016-11-15,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,19000,1,노트북컴퓨터 정기점검
2018-12-04,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,106000,3,노트북컴퓨터 부품교체
2020-10-04,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,12000,1,노트북컴퓨터 장애점검
2021-10-23,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,11000,0,노트북컴퓨터 장애점검
2022-10-09,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2024-12-28,M200901031,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,62000,2,노트북컴퓨터 수리
2010-01-05,M200901032,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,105000,2,노트북컴퓨터 수리
2011-01-14,M200901032,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-11-19,M200901032,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-04-19,M200901033,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-06-15,M200901034,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-06-20,M200901034,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,19000,1,노트북컴퓨터 정기점검
2013-01-21,M200901034,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,83000,3,노트북컴퓨터 부품교체
2009-06-16,M200901035,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,26000,1,노트북컴퓨터 정기점검
2013-10-03,M200901035,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-03-28,M200901036,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,12000,1,노트북컴퓨터 장애점검
2010-08-02,M200901036,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-03-02,M200901036,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2009-06-04,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2009-07-11,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,63000,3,노트북컴퓨터 부품교체
2009-08-05,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-07-20,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-05-14,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,102000,2,노트북컴퓨터 수리
2017-02-17,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,교체권고,141000,3,노트북컴퓨터 부품교체
2017-05-08,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,교체권고,123000,3,노트북컴퓨터 부품교체
2017-05-22,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,64000,2,노트북컴퓨터 수리
2021-04-17,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,57000,2,노트북컴퓨터 수리
2022-08-05,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,교체권고,124000,3,노트북컴퓨터 부품교체
2023-02-28,M200901037,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,27000,1,노트북컴퓨터 정기점검
2010-03-15,M200901038,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,24000,1,노트북컴퓨터 정기점검
2011-08-29,M200901038,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,118000,2,노트북컴퓨터 수리
2010-08-28,M200901039,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,21000,1,노트북컴퓨터 장애점검
2010-09-15,M200901039,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,98000,3,노트북컴퓨터 부품교체
2011-08-01,M200901040,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-05-01,M200901041,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,10000,1,노트북컴퓨터 장애점검
2010-07-26,M200901041,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,19000,1,노트북컴퓨터 장애점검
2011-01-12,M200901041,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-05-16,M200901041,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2011-07-26,M200901041,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2010-07-04,M200901042,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,26000,1,노트북컴퓨터 정기점검
2016-09-04,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,27000,1,노트북컴퓨터 장애점검
2017-12-11,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,경미수리,12000,1,노트북컴퓨터 정기점검
2019-03-31,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,30000,1,노트북컴퓨터 장애점검
2020-03-14,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,15000,1,노트북컴퓨터 장애점검
2020-09-01,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,25000,1,노트북컴퓨터 장애점검
2020-10-11,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2022-03-01,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),수리,주요수리,54000,2,노트북컴퓨터 수리
2022-07-08,M201600780,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2017-01-17,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2018-07-09,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,19000,1,노트북컴퓨터 장애점검
2019-03-14,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,85000,3,노트북컴퓨터 부품교체
2020-01-16,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2020-11-15,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2023-11-03,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),장애점검,경미수리,12000,1,노트북컴퓨터 장애점검
2024-11-07,M201600781,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),부품교체,주요수리,60000,3,노트북컴퓨터 부품교체
2016-12-11,M201600782,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
2017-02-24,M201600782,4321150324343967,노트북컴퓨터,소프트웨어융합대학RC행정팀(ERICA),정기점검,정상,0,0,노트북컴퓨터 정기점검
